"cliente","documento","pagado","importe"
88915,"L86153164",0,1075
88915,"I83406362",0,234
88915,"Y07374636",0,1876
88915,"B86938101",0,2244
88915,"T78980046",1,1878
88915,"R92178830",1,1943
47680,"K02323290",0,2295
47680,"S12638227",0,2178
47680,"A22707728",0,2234
47680,"K30044975",0,548
47680,"M32101684",0,1835
47680,"H24520758",1,2146
47680,"P49585346",1,1599
47680,"S84025427",1,1493
47680,"U02711367",0,1342
47680,"H84055484",1,778
47680,"S95565450",0,478
47680,"H16282711",0,2351
47680,"L13330403",0,445
47680,"T49055197",1,513
47680,"A76877062",1,1595
20527,"P86621873",1,1277
20527,"U95420681",0,1028
20527,"K11945028",0,1371
20527,"I72172597",0,360
20527,"K99128610",0,676
20527,"R31284940",1,2351
20527,"K88279967",1,1534
83399,"T69959580",0,2006
83399,"Y99075898",1,984
83399,"V52331924",1,2063
83399,"W48112077",1,2123
83399,"F84576016",0,20
83399,"Y27545293",0,1434
83399,"M83298317",0,1196
83399,"K49718165",1,161
83399,"U90461311",0,2330
83399,"G20456280",0,1340
83399,"T83720465",1,672
83399,"K06154928",0,2225
83399,"U71121770",1,420
83399,"F19620147",1,2111
83399,"T49497681",1,1153
83399,"W67072894",1,725
83399,"O63158449",0,908
83399,"H44830317",0,2107
83399,"N93574197",1,1874
83399,"C52592412",1,1305
14445,"T62216934",1,1084
14445,"R27234510",1,1417
14445,"L13986208",1,2128
14445,"M58749859",0,1655
14445,"F44300331",1,526
14445,"K31528762",0,1473
14445,"I52336652",1,294
14445,"F57243003",1,2326
14445,"P99126015",0,1266
14445,"Q10763297",0,599
14445,"D42227611",0,1053
14445,"N51570821",1,1269
14445,"Q46177616",1,1926
29993,"I53996554",1,583
29993,"R20049402",0,1441
29993,"B38574749",1,2125
29993,"D06007760",0,1575
29993,"K19504918",1,1257
29993,"O46142831",0,704
29993,"G95679980",0,708
29993,"B50602430",1,335
29993,"I97175306",1,937
82275,"E91084274",0,599
82275,"U62782935",0,1027
82275,"Y89161718",0,1239
82275,"S59401217",1,2176
82275,"C70432194",1,739
67660,"D60486996",0,2098
67660,"D27461839",1,1998
67660,"V06697559",0,632
67660,"F42682755",1,1099
67660,"L69744779",0,2177
67660,"Y45564908",0,1620
67660,"A92049383",0,838
67660,"V67040868",1,1916
67660,"Q93543994",1,603
78932,"B14562193",0,809
78932,"Q72679096",0,2289
78932,"U13284211",1,966
78932,"D96893240",1,1562
37311,"W03938945",0,270
37311,"N99929734",0,2242
37311,"B55237961",0,1854
37311,"O35863900",1,2287
37311,"M61104311",1,2346
11579,"K18659318",0,1403
11579,"H66884328",0,73
11579,"N10556324",1,1817
11579,"P20738202",1,1762
11579,"D35533777",0,374
11579,"Y65223045",0,1353
11579,"N31888945",1,223
11579,"R79882064",0,228
11579,"D87950259",1,1011
11579,"I84727585",0,752
11579,"Z78380393",1,1234
11579,"N82390550",0,1588
11579,"Z80118445",1,1767
11579,"U44240555",0,1492
11579,"Z35075230",0,1485
11579,"S97007662",1,1585
11579,"L82505393",0,898
11579,"Q46312786",0,2068
11579,"P67333422",1,1738
11579,"J23110086",1,1262
64289,"C62296471",1,283
64289,"N05842283",1,2300
64289,"N90087455",1,1421
64289,"O90523573",1,1167
64289,"I33920678",1,1170
64289,"L10537393",0,1904
64289,"A48366902",0,1134
64289,"H80476475",1,789
64289,"W29354442",1,1202
64289,"J06110251",0,398
64289,"Y50694868",0,2083
64289,"T40394893",0,1504
64289,"C44561632",1,411
64289,"P92058962",1,1130
64289,"U59184408",0,672
64289,"Y78432652",0,241
64289,"A80720153",1,1510
64289,"F37527727",1,948
34888,"U13485539",0,824
34888,"I99006690",0,346
34888,"Z95560099",1,2095
34888,"B36086779",0,351
34888,"A62256032",0,770
34888,"L97303843",1,372
34888,"I40548831",1,2325
60987,"C65801351",0,758
60987,"A61980561",0,2323
60987,"P40661767",1,1603
60987,"M27026231",0,970
60987,"G99337241",0,975
60987,"F38568747",1,981
60987,"U98672847",1,740
60987,"D42202133",0,1729
60987,"G62051828",0,1111
60987,"V11076753",1,2133
60987,"U07648839",1,1516
18391,"E33922693",0,2334
18391,"Q64567901",1,1896
18391,"B22623684",0,707
18391,"H59587637",0,1255
18391,"G51258244",1,112
18391,"M89125116",0,1585
18391,"Y34827029",0,1203
18391,"A04313019",1,2089
18391,"L54971184",1,1367
77079,"A45120927",1,2138
77079,"U66455570",1,763
77079,"D09769089",0,342
77079,"G90779364",1,413
77079,"A53717438",0,1972
77079,"C42299985",0,1444
77079,"P18418853",1,999
77079,"C96686949",1,333
25135,"X66419810",0,763
25135,"P44197547",1,540
25135,"N18773154",1,1502
25135,"L21157945",1,2163
25135,"R73119820",1,319
25135,"X13071215",0,940
25135,"G30714212",0,2058
25135,"D14983542",0,273
25135,"I30058782",1,1746
25135,"Z23216631",0,645
25135,"V20231255",0,1013
25135,"N60557252",1,52
25135,"E50708899",1,177
60596,"A81425805",1,1973
60596,"Z06660150",1,145
60596,"N10135138",1,1861
60596,"G87704416",0,1960
60596,"D17643891",0,1268
60596,"W15857787",1,1323
60596,"P33386665",1,2091
34457,"Z56534545",1,2344
34457,"C69586177",1,1029
34457,"E08281182",1,990
34457,"Y16120058",1,194
34457,"G44367925",1,1064
34457,"Z69036644",0,1554
34457,"B70818038",0,1313
34457,"J65184943",0,2283
34457,"H84745270",1,632
34457,"W06045501",0,691
34457,"Z62259722",0,182
34457,"H52557612",0,359
34457,"L21514463",0,649
34457,"W10669751",0,2257
34457,"W50295667",1,1125
34457,"A84240490",1,861
34457,"C07535983",0,855
34457,"I13994398",0,1491
34457,"M37307789",1,926
34457,"H89574990",1,329
53833,"H29914515",1,1585
53833,"E15357364",0,1708
53833,"R59319729",0,1033
53833,"R04726145",0,1657
53833,"F63641430",1,2304
53833,"A01763661",0,1952
53833,"N75748507",1,1168
53833,"Z39585285",1,1544
53833,"K95309734",0,1505
53833,"P29753801",0,691
53833,"B53631866",1,435
53833,"N15706724",0,1791
53833,"A54184081",1,491
53833,"V01300362",0,2334
53833,"Z87045911",0,2080
53833,"A26352561",1,1799
53833,"I30672636",1,1461
74641,"E77406447",0,987
74641,"O89379681",1,826
74641,"K18503599",1,2257
74641,"V95950228",1,1531
74641,"F85909089",1,747
74641,"H89803537",1,1734
74641,"E29985028",0,1968
74641,"X42596235",1,786
74641,"K17665763",0,210
74641,"U21359348",1,626
74641,"J43975390",1,1319
74641,"H32554848",1,959
74641,"N40586702",0,1579
74641,"Z79588696",0,933
74641,"K20601417",1,794
74641,"R08835135",1,145
70806,"C48470017",0,1264
70806,"E98642718",1,13
70806,"P06864837",1,1511
70806,"B03415682",0,1438
70806,"C41398046",0,847
70806,"G09003710",0,834
70806,"L92634501",0,1999
70806,"L87205084",0,1216
70806,"K98063927",0,1660
70806,"N32868791",0,934
70806,"U18555507",1,170
70806,"D39174211",1,149
42673,"R70270434",1,1397
42673,"H92290559",0,1726
42673,"L81183480",1,555
42673,"F48128692",1,2130
42673,"F44179103",1,1696
42673,"S90161943",0,163
42673,"A13184006",1,554
42673,"S87047969",0,1476
42673,"S81828379",0,815
42673,"F73378613",1,836
42673,"N25659222",1,2078
87889,"A23644271",0,2262
87889,"S32160941",0,412
87889,"Z12257848",1,1967
87889,"Z28093405",1,636
87889,"J08691445",0,1389
87889,"T33092680",0,207
87889,"K99070586",1,1228
87889,"P10588823",1,2041
66859,"M28211533",1,716
66859,"E85829450",0,113
66859,"X27238440",1,528
66859,"A33849266",1,1226
66859,"Q18312909",1,2347
66859,"Z60381696",0,1817
66859,"C11331702",0,1402
66859,"E03124605",1,1404
66859,"C67804813",1,977
66859,"A06485724",0,1498
66859,"J91152662",0,1319
66859,"H86625187",0,1863
66859,"W27134505",1,1501
66859,"F45634144",1,1334
27916,"X14318101",1,311
27916,"B15005621",1,727
27916,"I94099638",0,907
27916,"H56397006",0,168
27916,"Y54528061",1,356
27916,"O19828476",0,1484
27916,"B05075050",0,1684
27916,"L90814040",0,625
27916,"G15771136",1,1185
27916,"G40168918",1,131
27916,"X19184365",1,346
27916,"D08689859",0,1871
27916,"C63492163",0,2240
27916,"D17009104",0,1893
27916,"D06999525",0,797
27916,"M67330661",1,1515
27916,"B36426489",1,864
67880,"V76211576",0,768
67880,"H05073581",1,65
67880,"S43034078",0,593
67880,"X53847388",0,1781
67880,"R47483986",1,1630
67880,"B46671137",1,92
67880,"O90108954",1,1242
67880,"M09048144",1,773
67880,"J57788305",1,2157
67880,"Y51830594",0,1298
67880,"E95124990",0,1922
67880,"Y32150488",1,1665
67880,"T34377674",1,2212
76384,"G28778741",0,704
76384,"W17034200",0,1103
76384,"N25957820",0,1106
76384,"S23805100",0,161
76384,"H93321442",0,1544
76384,"Y36493487",1,1259
76384,"R85406228",1,654
71848,"T10332451",1,986
71848,"K58686295",0,690
71848,"L55949080",1,1320
71848,"A78612319",0,1793
71848,"W21174690",0,1607
71848,"Z76224842",1,1984
71848,"L32451655",1,2227
76671,"I84787687",1,860
76671,"D03824289",1,1706
76671,"V16379123",1,1648
76671,"B37853450",0,726
76671,"S10879020",0,530
76671,"T19515892",0,1768
76671,"P38225450",0,1697
76671,"Q65825846",1,149
76671,"P85106401",0,1358
76671,"M32022818",1,1072
76671,"P93626400",0,1538
76671,"R59230795",0,1167
76671,"V92431420",0,263
76671,"M98023070",1,118
76671,"R68212362",1,2189
11768,"Y41923753",0,2216
11768,"M07021013",0,1702
11768,"T93521971",1,25
11768,"S14512400",1,2081
11768,"A03743600",1,231
11768,"Y01517345",1,2165
11768,"M40762480",1,1383
11768,"U24019971",0,1460
11768,"A13804801",1,518
11768,"Y75800716",1,2339
11768,"J04217109",1,1550
11768,"X35650785",1,710
11768,"Z68770212",0,909
11768,"M73728156",1,1208
11768,"C59251879",1,246
11768,"F87569727",0,1000
11768,"N10962820",0,1088
11768,"A54170046",1,993
11768,"R88584587",1,2243
74959,"T04792760",1,689
74959,"C93298886",0,996
74959,"P34026532",0,815
74959,"U77809125",1,900
74959,"F32013542",1,1315
74959,"U42561969",1,2037
74959,"Z05823998",1,1681
74959,"G77284446",0,795
74959,"V59922728",1,357
74959,"L09893366",1,379
74959,"R61569552",0,2336
74959,"D94748914",0,724
74959,"T51353114",1,596
74959,"Q15413921",0,88
74959,"W91648318",0,993
74959,"F42826582",0,1649
74959,"A10305545",1,1194
74959,"I47449251",1,1783
37011,"T07986941",1,1623
37011,"H67696529",0,950
37011,"I61652407",1,1034
37011,"U58850248",1,2184
37011,"W24243343",0,1565
37011,"A14646690",0,745
37011,"M20159991",1,1554
37011,"Q73907596",1,1509
65900,"U83365247",0,1891
65900,"E47848068",0,2227
65900,"X57467617",1,1557
65900,"P85010593",1,2342
65900,"G84466563",0,1292
65900,"D69644915",0,456
65900,"R21837306",0,1847
65900,"O74127732",1,622
65900,"O15883941",1,2139
36610,"N09011004",1,2132
36610,"W59897494",1,1113
36610,"N79609582",0,1574
36610,"K62975756",0,1461
36610,"Q01068264",1,1164
36610,"L46375063",0,700
36610,"J98538431",0,1592
36610,"M76562546",0,1188
36610,"T27141738",0,556
36610,"G00492796",1,1288
36610,"E23017105",1,2266
47048,"R22383188",0,718
47048,"G92098528",1,1329
47048,"W73219022",1,1419
47048,"P92315766",0,123
47048,"A52419501",1,1652
47048,"P59416313",1,228
47048,"L03484806",0,541
47048,"S48553668",0,234
47048,"Q05846680",1,1109
47048,"D79335732",1,1430
55790,"A60681875",0,1272
55790,"X25903597",0,1047
55790,"E68664713",0,384
55790,"B83505064",1,554
55790,"Q43820601",0,111
55790,"A00503994",0,2226
55790,"V09238420",1,2012
55790,"P03362500",1,159
55790,"W21564301",1,1836
55790,"K16253409",1,113
55790,"M91849443",0,1458
55790,"Y42274785",0,14
55790,"V97393949",1,1628
55790,"J68451892",0,594
55790,"O22920919",1,1254
55790,"M17481648",0,1204
55790,"E80226387",0,1755
55790,"Q77568180",1,254
55790,"U17178165",1,249
30754,"F71863035",0,1837
30754,"D38467845",1,1090
30754,"A21664204",0,1811
30754,"C46792745",0,1895
30754,"V86458231",1,558
30754,"O60886529",0,1733
30754,"G29395751",0,963
30754,"Z88866202",0,2250
30754,"C75961089",0,375
30754,"U64697015",0,759
30754,"A95921715",1,1197
30754,"L30528386",1,440
18129,"M93298371",1,1685
18129,"R42206765",1,1820
18129,"B06094305",1,1920
18129,"Z39520595",1,438
18129,"F92876108",1,472
18129,"D75643151",0,832
18129,"O65439214",1,2050
18129,"O75535660",1,803
18129,"T08945700",0,181
18129,"K66731476",1,809
18129,"F82678303",0,1559
18129,"Y20208094",0,2054
18129,"L79563824",1,1645
18129,"V95052355",1,337
73164,"E34879496",0,144
73164,"M66238206",1,600
73164,"B95997511",0,724
73164,"C62248465",1,1168
73164,"O28482849",1,1510
73164,"S78672840",1,632
73164,"J98556692",0,770
73164,"R23793494",0,1171
73164,"Z09475673",1,1031
73164,"J81310858",0,468
73164,"I67075990",0,1546
73164,"I27730921",0,1398
73164,"F05360499",1,172
73164,"O10890642",0,1441
73164,"Q91193099",0,408
73164,"T49220276",0,1096
73164,"V38986105",0,954
73164,"D88364757",1,2298
73164,"A51621454",1,876
61203,"J76624133",1,2005
61203,"X96083058",0,468
61203,"V95916080",0,353
61203,"N60422824",0,2190
61203,"L30148759",0,1743
61203,"L58905752",1,1144
61203,"X04126103",1,946
59379,"M67719014",1,996
59379,"X68085717",0,1335
59379,"L77264175",1,1585
59379,"E90334876",0,406
59379,"A29160870",0,1465
59379,"T28167377",1,823
59379,"C34992114",1,924
59379,"W52840927",0,933
59379,"D52738952",1,1694
59379,"P46715036",1,1754
59379,"B97503484",0,52
59379,"U66817663",1,1981
59379,"V27484635",0,449
59379,"K52276561",0,1882
59379,"T48118901",1,209
59379,"W83697698",1,494
44586,"J22568609",0,2132
44586,"S83013244",1,144
44586,"F12193041",1,98
44586,"B14590614",0,1009
44586,"F50869415",1,1229
44586,"T10863938",1,260
44586,"R28681495",1,528
44586,"J50670821",0,195
44586,"B26443492",0,1639
44586,"X55333221",0,2141
44586,"U96120720",0,1336
44586,"M19639574",1,1080
44586,"I96231051",1,915
62675,"P01921801",0,820
62675,"J11430247",1,283
62675,"N48431141",0,921
62675,"S35604934",1,755
62675,"T03489313",1,2346
62675,"W33537810",0,1404
62675,"U40678049",1,314
62675,"U54061291",1,1483
62675,"I15309518",0,649
62675,"Z45871050",0,684
62675,"B84738412",1,605
62675,"Z13791408",1,714
62675,"N09208200",0,85
62675,"W20113408",1,2214
62675,"K14093305",0,35
62675,"S19578498",0,450
62675,"Y82990598",1,1829
62675,"N73924328",1,1650
76687,"J21054432",0,1193
76687,"X63438393",1,1125
76687,"Y04957017",1,484
76687,"X07301994",0,650
76687,"Q07762248",1,1281
76687,"P79012893",0,2216
76687,"U21153888",1,29
76687,"C76477726",0,1519
76687,"R78213072",1,1739
76687,"C96910715",1,871
76687,"Q06910285",0,389
76687,"I60365956",0,607
76687,"S11204977",0,1943
76687,"V02244137",1,908
76687,"L17462624",1,1238
11126,"A26369689",0,72
11126,"R69205332",1,979
11126,"N87834444",1,2257
11126,"F55220618",0,2082
11126,"I07101615",1,1723
11126,"R08125039",1,1708
11126,"D89598636",0,792
11126,"U05754246",0,26
11126,"X18416539",1,68
11126,"P59197218",1,1415
45814,"S44063821",0,388
45814,"O54884463",1,875
45814,"J56010154",0,2286
45814,"Q16903824",0,349
45814,"T59805893",1,766
45814,"U47586672",0,1206
45814,"T53052595",0,966
45814,"O28740092",1,1002
45814,"A75348184",1,271
45814,"S50235303",1,2084
45814,"C52404323",0,138
45814,"I96288313",0,77
45814,"D66880931",1,582
45814,"M27612375",1,2042
65184,"A34397077",0,403
65184,"R92154838",0,177
65184,"X79879845",1,1866
65184,"I09423086",0,2102
65184,"K68430893",1,1524
65184,"P90124145",0,100
65184,"N11729727",1,756
65184,"C56869202",0,666
65184,"T78384499",0,2002
65184,"A82632495",1,1732
65184,"J33787459",1,1618
65184,"R20834748",1,1261
65184,"F78894005",1,1624
65184,"D92096510",0,532
65184,"K65416966",0,1658
65184,"A32028337",0,883
65184,"S54726140",0,917
65184,"W27891540",0,1172
65184,"N96548715",1,2058
65184,"L29740405",1,1198
27338,"D07863383",1,1469
27338,"W89003893",0,723
27338,"X77531606",0,790
27338,"C07635944",1,1565
27338,"G93704121",1,728
38826,"K04839200",1,558
38826,"N53061903",0,1117
38826,"I97516953",1,354
38826,"T99150452",1,1720
38826,"D84308250",1,349
38826,"P04449654",1,1985
38826,"V22767994",1,1250
38826,"B49364383",0,1210
38826,"Z19751702",1,1993
38826,"D41641199",0,692
38826,"I60979245",0,2313
38826,"F36964706",0,2196
38826,"H83958188",1,1278
38826,"Y55932641",1,2047
38826,"F37999742",0,1798
38826,"F40285720",0,1616
38826,"B78641492",1,1056
38826,"O93251320",1,1582
88469,"R50767887",1,1100
88469,"M37135990",0,158
88469,"A13873526",0,640
88469,"F01529246",0,647
88469,"Q98011782",0,1874
88469,"C07515176",0,1527
88469,"P18692630",1,2010
88469,"V54037926",0,1887
88469,"Y20656080",0,862
88469,"B13188996",1,259
88469,"I89513001",1,69
42161,"C74850589",0,1534
42161,"A60752279",0,234
42161,"M33815080",1,1709
42161,"S37235949",1,228
42161,"X04241558",1,1507
42161,"T26478808",1,2252
42161,"N38670229",1,384
42161,"R13410603",0,440
42161,"P58683983",0,52
42161,"O61055989",1,1595
42161,"E75783371",1,390
49611,"J33259388",0,544
49611,"U63687776",0,1648
49611,"V60027269",0,211
49611,"L43229207",0,959
49611,"A40133153",0,43
49611,"F89386479",1,1041
49611,"C02896977",1,2326
36448,"Y88772815",1,69
36448,"T39351682",1,2138
36448,"V36227436",0,1185
36448,"S41536495",0,173
36448,"Z46798885",0,1936
36448,"Y73327029",1,276
36448,"H35806318",0,38
36448,"K03295557",0,291
36448,"E44924633",1,2341
36448,"K31885352",1,1829
84812,"N81251864",1,1031
84812,"Q98224299",0,1326
84812,"E37982858",0,128
84812,"T81936402",1,907
84812,"J07886932",1,1184
84812,"E97714247",1,1064
84812,"Y08131843",1,2245
84812,"C89621169",0,74
84812,"Q44083047",1,231
84812,"V01370305",1,1293
84812,"B34018868",0,1543
84812,"S44322755",0,960
84812,"J08016678",1,680
84812,"J78854396",1,1320
70673,"R43078945",0,709
70673,"P12480741",0,59
70673,"P59113013",1,85
70673,"Q07676435",0,705
70673,"E64979791",0,1701
70673,"H07800783",0,108
70673,"R98285359",1,1052
70673,"R91260992",0,341
70673,"H70005980",1,252
70673,"S87872446",0,929
70673,"H06126412",1,2329
70673,"A03095221",0,1217
70673,"O01520039",0,288
70673,"Y71560077",0,1419
70673,"Q85666589",0,1621
70673,"V27864953",1,2002
70673,"J61960674",1,791
61266,"D37913348",0,2045
61266,"K16110639",0,1765
61266,"B49111058",1,2245
61266,"U57074322",1,2019
78558,"B07420061",0,2238
78558,"H15000282",1,637
78558,"W15792913",0,2135
78558,"U77860951",0,1830
78558,"U41899387",0,403
78558,"Q27974348",1,33
78558,"S05114078",1,395
78558,"Y80697151",1,208
78558,"B86834841",0,752
78558,"G29484587",0,900
78558,"K28954010",0,670
78558,"T50088234",1,2271
78558,"T76237457",1,1034
78558,"R75690039",0,528
78558,"M87525876",1,109
78558,"H61097665",1,1264
78558,"P01065961",0,2181
78558,"G08750467",0,1902
78558,"A13701877",1,150
78558,"F28448878",1,1064
11204,"Y87441669",0,554
11204,"Y71519407",0,2350
11204,"F00082663",1,1079
11204,"F76487288",1,588
11204,"G61213393",1,1177
11204,"C17908442",1,920
11204,"Z43638130",0,586
11204,"R84952160",0,259
11204,"N42537023",0,432
11204,"I88247985",0,437
11204,"E33264237",0,1982
11204,"B49465005",0,517
11204,"H68327781",1,518
11204,"M03706395",1,1881
86871,"E61156192",0,1753
86871,"W49912969",0,132
86871,"L43687532",1,292
86871,"V65581066",1,1829
86871,"G25464530",0,875
86871,"L93329459",0,624
86871,"B53843468",1,1802
86871,"B25452606",1,765
82790,"U28358229",1,402
82790,"L61284521",0,651
82790,"N28123373",0,2129
82790,"P70816000",1,32
82790,"C41308361",1,1171
44072,"F33716853",1,2090
44072,"E85940982",1,2179
44072,"F04359885",1,1510
44072,"L74604072",0,388
44072,"K02324661",1,1161
44072,"G08606936",1,1557
44072,"B91589140",0,283
44072,"R54331166",0,1732
44072,"V27638382",0,1121
44072,"J35859541",0,573
44072,"M95699858",0,1117
44072,"V64481098",0,1197
44072,"O96402821",0,2194
44072,"N01655078",0,620
44072,"M50598872",1,695
44072,"V34356408",1,1226
43700,"G02597378",1,66
43700,"F51066084",0,1024
43700,"S22069890",0,954
43700,"C48113608",0,307
43700,"F55799130",1,2276
43700,"H14146674",1,469
57073,"R46719114",1,651
57073,"M44130648",0,1535
57073,"F06924376",1,2326
57073,"Y99760468",0,2304
57073,"R57257939",0,1969
57073,"A39992910",1,89
57073,"F46730582",1,663
48066,"Y54539283",1,1534
48066,"G38946121",0,2010
48066,"B75331686",1,269
48066,"T61903340",0,164
48066,"F59856705",0,307
48066,"R24182806",0,2291
48066,"U03949128",0,141
48066,"I28449008",0,275
48066,"P80737154",1,860
48066,"Z50001974",0,199
48066,"T77773385",1,373
48066,"Q14706160",0,2175
48066,"I65556383",0,1128
48066,"B89896517",0,982
48066,"R33373869",1,1221
48066,"J26225945",1,677
71406,"H21407707",1,1738
71406,"B82121734",1,837
71406,"U93995852",0,344
71406,"T20446209",0,2348
71406,"I31897520",1,1867
71406,"J36403130",1,1847
75050,"T88590398",1,2060
75050,"S46244417",0,335
75050,"I78454186",1,1294
75050,"M12810632",0,386
75050,"V14907502",0,1059
75050,"J61558498",0,162
75050,"O67826316",0,66
75050,"T70027571",0,222
75050,"G20540134",1,27
75050,"U70639547",1,1056
68129,"E71615363",1,682
68129,"R16016248",0,808
68129,"W35663163",1,822
68129,"T51310251",0,202
68129,"R89785314",0,155
68129,"C69987116",1,99
68129,"M97443124",0,1848
68129,"V36667210",1,587
68129,"B14697570",1,1167
68129,"C22120869",0,879
68129,"M26644720",1,1061
68129,"P71684130",0,311
68129,"W21288656",0,1126
68129,"J37716283",1,920
68129,"M14037750",1,1114
51117,"S76523608",0,2038
51117,"V05747389",0,619
51117,"H00961812",0,2000
51117,"H94530205",0,988
51117,"F81403371",1,1042
51117,"U61547044",1,982
28813,"P63065688",1,1118
28813,"G58106969",1,1348
28813,"Z74101506",1,2243
28813,"V15831739",1,84
28813,"Y67063055",0,1852
28813,"H00800131",0,1630
28813,"M93250050",0,2074
28813,"J28105079",0,1262
28813,"G71667040",0,2142
28813,"E28243911",1,1685
28813,"L57586171",1,2070
34807,"V35660281",1,2205
34807,"C53539518",1,103
34807,"S26578626",1,77
34807,"A06609911",0,190
34807,"P40073242",1,1434
34807,"W10279620",0,517
34807,"Y77796651",1,1731
34807,"S72888920",1,646
34807,"C61823269",1,841
34807,"B72756503",0,2344
34807,"U11588265",0,1348
34807,"S41785218",1,1323
34807,"T01821858",1,917
34807,"Y88823431",0,1483
34807,"O93791617",0,1396
34807,"T84313057",1,1355
34807,"S06342859",1,498
21985,"K10954100",1,1819
21985,"M83911044",0,1341
21985,"Q02868932",0,1874
21985,"P69906755",1,203
21985,"L83610138",1,704
28695,"E86258882",0,1049
28695,"J17134416",0,2128
28695,"Q29480510",1,1918
28695,"N01669534",0,1007
28695,"Z49300526",0,1231
28695,"Y80229852",1,760
28695,"L44567969",1,2035
28695,"P92704889",1,1934
28695,"M14434533",1,113
28695,"I36476535",1,1109
28695,"A90695890",1,563
28695,"V35347892",0,640
28695,"W68217814",0,1049
28695,"J46003481",1,1361
28695,"U26867098",1,808
17989,"N88230392",0,1697
17989,"G41051820",1,435
17989,"Q90102865",0,477
17989,"N56514691",0,2265
17989,"J94284711",0,1915
17989,"S60342223",1,362
17989,"Y97721011",0,1004
17989,"R82951116",0,1030
17989,"G73207607",0,1200
17989,"I85603395",0,2008
17989,"S20190082",1,1415
17989,"H43528981",1,871
17989,"O24668781",0,1203
17989,"E55361231",1,264
17989,"M78764722",0,903
17989,"K28503256",0,208
17989,"A57498007",0,1418
17989,"D64246647",0,1467
17989,"Y64498499",1,1367
17989,"P53524208",1,2279
27311,"A04166553",0,260
27311,"Z40540922",1,647
27311,"V28930597",1,640
27311,"F31885953",0,2257
27311,"V50519620",0,1465
27311,"N43849707",0,1467
27311,"W11961845",0,2175
27311,"R13896910",0,688
27311,"J34463065",0,1236
27311,"I35269096",1,1434
27311,"Z81847350",1,1608
27311,"J18166998",0,581
27311,"Q40510072",0,1983
27311,"Z89896924",1,306
27311,"Y06835019",1,2230
45603,"H69965030",1,640
45603,"G77721986",0,430
45603,"V82804603",1,1742
45603,"A25662912",1,706
45603,"G68240661",0,552
45603,"S35418341",1,1413
45603,"I71583914",1,1815
45603,"U08778210",0,2291
45603,"D59753177",0,1097
45603,"V05231151",0,1833
45603,"Q78756678",1,1371
45603,"Z31908411",1,1651
31855,"K66561432",0,2227
31855,"I00126061",0,324
31855,"N94582810",0,1594
31855,"X46083326",1,353
31855,"T14792872",1,571
30233,"T64906205",0,813
30233,"I41941662",0,2078
30233,"P38933789",1,1555
30233,"A53391173",0,774
30233,"M58394818",0,942
30233,"Q62521130",1,1504
30233,"W51247463",1,1921
22292,"N93697181",1,1038
22292,"I57086706",1,1521
22292,"J43556359",0,634
22292,"B55403839",1,2140
22292,"H31388500",0,912
22292,"A05191840",1,1694
22292,"B10030307",1,2202
22292,"A57536365",0,267
22292,"O50364506",0,63
22292,"S99867201",0,1629
22292,"P71874115",0,1267
22292,"J74653376",0,1930
22292,"A43615360",1,1708
22292,"X61582861",1,933
46291,"I16346886",0,1693
46291,"L24849993",0,1950
46291,"V40215481",1,716
46291,"G95460099",1,1044
89584,"F53386701",1,177
89584,"M81301812",0,103
89584,"F51635611",0,1598
89584,"S57167372",1,1544
89584,"Z09242630",0,55
89584,"U45565134",1,1325
89584,"G12274981",1,1880
89584,"F44026532",0,1519
89584,"F72111341",1,2181
89584,"L26232714",0,1686
89584,"G86366805",1,269
89584,"J60861013",1,2202
89584,"U63781123",0,945
89584,"F74830217",0,50
89584,"C20180055",1,145
89584,"U66375987",0,656
89584,"O98263393",0,2290
89584,"E87254716",1,81
89584,"M57684797",1,2266
89037,"T39436252",0,1487
89037,"A79427391",0,1949
89037,"O40917495",1,1353
89037,"V56066249",1,389
48665,"S76039562",0,692
48665,"Y71878712",0,141
48665,"U18065657",0,1977
48665,"E83419767",1,1466
48665,"T70217671",1,820
12233,"R72155644",1,290
12233,"W57418167",1,1377
12233,"B04681127",1,597
12233,"U41276567",0,2235
12233,"R96364452",0,1787
12233,"Q18614592",0,1326
12233,"Q59853761",0,1456
12233,"O79787576",1,1172
12233,"S49371297",1,1335
52931,"T53035149",0,1539
52931,"P92996842",1,1234
52931,"I38637281",1,1245
52931,"U69319829",0,1144
52931,"L04336277",1,1731
52931,"J38316221",0,950
52931,"O09419148",0,351
52931,"M96762992",1,1887
52931,"Y81575164",0,754
52931,"I48255602",1,260
52931,"D85228016",0,108
52931,"E17797624",0,203
52931,"G52389638",0,989
52931,"H06144891",1,1654
52931,"H28655921",1,396
37016,"T60779309",1,763
37016,"V00331507",1,1929
37016,"M63429633",0,1372
37016,"T98311473",1,1952
37016,"B27367918",1,2189
37016,"C88094826",0,1013
37016,"Q16908255",0,1290
37016,"A67559496",0,130
37016,"A17781641",0,31
37016,"F61391820",1,248
37016,"P77973267",1,2100
83192,"C40217624",0,262
83192,"M20407483",0,2319
83192,"X07957363",0,134
83192,"T95570136",1,1756
83192,"T33948599",1,1883
19045,"R46466041",1,330
19045,"A30221726",0,1008
19045,"V54214439",1,661
19045,"E98278505",0,388
19045,"E24039846",0,773
19045,"O27691497",1,907
19045,"D38675293",1,955
23271,"Z54111362",0,1693
23271,"K40373730",0,882
